step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,sensor_corruption_rate,incident_active,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
425.0,-1.0,340,0,0.0,340,1.0,0.0,0,23,0,4,154,177,0,15.0,0.6521739130434783,7.95102712501192,1,1.0,0.43382426554593656,0,0.0,0.8302714926863044,3,47.0,0.19083949589050803,0,2.0,0.8333341620634405,4,50.0
430.0,-1.5,344,0,0.0,344,1.0,0.0,0,21,0,6,158,179,0,29.0,1.380952380952381,8.842129157116123,2,9.0,0.43619802453549456,0,0.0,0.9313568506308104,4,40.0,0.2387577255720739,0,4.0,0.9129572880919431,6,53.0
435.0,-1.0,348,0,0.0,348,1.0,0.0,0,28,0,4,159,187,0,29.0,1.0357142857142858,9.029174169830172,2,19.0,0.5762688510458838,0,0.0,0.9471810616651785,2,43.0,0.24633736183453706,0,2.0,0.9171845638196539,4,64.0
440.0,-1.0,352,0,0.0,352,1.0,0.0,0,31,0,4,159,190,0,14.0,0.45161290322580644,9.572708026952226,1,14.0,0.6379711765995358,0,0.0,0.94138807286307,2,29.0,0.38456207932046294,1,3.0,0.5497637620628126,4,46.0
445.0,-0.5,356,0,0.0,356,1.0,0.0,0,31,0,2,161,192,0,3.0,0.0967741935483871,8.482145943871664,1,1.0,0.3685829895679174,0,0.0,0.9793292390262595,1,18.0,0.5246278670463597,0,1.0,0.5345269774324811,2,20.0
450.0,-1.25,360,0,0.0,360,1.0,0.0,0,30,0,5,164,194,0,22.0,0.7333333333333333,9.16670983782,3,12.0,0.24296519893272378,0,0.0,0.9247237815870173,1,16.0,0.6762970933305172,1,5.0,0.757332802593289,5,33.0
455.0,-1.25,364,0,0.0,364,1.0,0.0,0,27,0,5,167,194,0,33.0,1.2222222222222223,6.836789878161593,5,33.0,0.08133828946650583,0,0.0,0.9077416328501283,0,2.0,0.25259101901086645,0,2.0,0.7111880415554712,5,37.0
460.0,-1.5,368,0,0.0,368,1.0,0.0,0,25,0,6,169,194,0,41.0,1.64,5.635766672863293,4,52.0,0.05098704012041531,1,1.0,0.11077442613637256,0,0.0,0.40724366529665235,1,3.0,0.4121122238877817,6,56.0
465.0,-1.5,372,0,0.0,372,1.0,0.0,0,26,0,6,170,196,0,56.0,2.1538461538461537,6.471345410795445,3,54.0,0.4173823809662926,0,4.0,0.15713862583461213,2,7.0,0.5018202296906329,1,6.0,0.04772840270952673,6,71.0
470.0,-1.25,376,0,0.0,376,1.0,0.0,0,24,0,5,173,197,0,28.0,1.1666666666666667,8.207405209416697,1,42.0,0.42451471367826,0,0.0,0.9153368675681008,2,17.0,0.5233924063865198,2,13.0,0.5224252641400109,5,72.0
475.0,-0.5,380,0,0.0,380,1.0,0.0,0,23,0,2,177,200,0,10.0,0.43478260869565216,7.4645809979641635,2,15.0,0.3883645260526647,0,2.0,0.788564178750937,0,11.0,0.08352076319798796,0,9.0,0.7373095858436498,2,37.0
480.0,-0.25,384,0,0.0,384,1.0,0.0,0,21,0,1,179,200,0,2.0,0.09523809523809523,8.959636437953469,0,9.0,0.43702466171523185,1,4.0,0.6968915526357321,0,0.0,0.377395109404873,0,0.0,0.7958546608162469,1,13.0
485.0,0.0,388,0,0.0,388,1.0,0.0,0,21,0,0,180,201,0,0.0,0.0,9.948733648136445,0,0.0,0.7860846018307418,0,2.0,0.22058634831117924,0,2.0,0.9162306191863309,0,0.0,1.0,0,4.0
490.0,-0.75,392,0,0.0,392,1.0,0.0,0,19,0,3,184,203,0,9.0,0.47368421052631576,10.552270548329428,0,0.0,0.9442940469642704,3,11.0,0.23398767477935,0,2.0,0.9210430191728225,0,2.0,0.9529578248567301,3,15.0
495.0,0.0,396,0,0.0,396,1.0,0.0,0,17,0,0,189,206,0,0.0,0.0,10.446015527378414,0,0.0,0.742453104546545,0,11.0,0.5348261692209311,0,0.0,0.9254220370129954,0,2.0,0.9184465267648795,0,13.0
